20230301-135234
Ley de Fitts [ 1D - Original - Completo - Secuencial ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
1,1,1024,32,810,1300,439,420,448,540,1
1,2,1024,32,810,963,1479,457,1472,540,1
1,3,1024,32,810,710,451,471,448,540,1
1,4,1024,32,810,1093,1483,540,1472,540,1
1,5,1024,32,810,1302,459,517,448,540,1
1,6,1024,32,810,897,1483,571,1472,540,1
1,7,1024,32,810,996,445,588,448,540,1
1,8,1024,32,810,1122,1472,526,1472,540,1
1,9,1024,32,810,925,436,535,448,540,1
1,10,1024,32,810,1058,1466,558,1472,540,1
1,11,1024,32,810,1064,443,544,448,540,1
1,12,1024,32,810,806,1467,565,1472,540,1
1,13,1024,32,810,1188,523,560,448,540,0
1,14,1024,32,810,1232,1480,571,1472,540,1
1,15,1024,32,810,987,439,639,448,540,1
2,1,128,128,810,450,851,560,896,540,1
2,2,128,128,810,605,1033,571,1024,540,1
2,3,128,128,810,434,878,568,896,540,1
2,4,128,128,810,592,991,582,1024,540,1
2,5,128,128,810,516,916,587,896,540,1
2,6,128,128,810,662,1022,597,1024,540,1
2,7,128,128,810,398,928,598,896,540,1
2,8,128,128,810,526,982,608,1024,540,1
2,9,128,128,810,411,938,608,896,540,1
2,10,128,128,810,428,998,608,1024,540,1
2,11,128,128,810,710,906,602,896,540,1
2,12,128,128,810,564,999,615,1024,540,1
2,13,128,128,810,416,943,616,896,540,1
2,14,128,128,810,480,992,621,1024,540,1
2,15,128,128,810,400,934,620,896,540,1
3,1,128,16,810,1321,892,558,896,540,1
3,2,128,16,810,1151,1018,604,1024,540,1
3,3,128,16,810,1057,895,582,896,540,1
3,4,128,16,810,1220,1020,619,1024,540,1
3,5,128,16,810,1155,893,581,896,540,1
3,6,128,16,810,874,1023,605,1024,540,1
3,7,128,16,810,1039,895,661,896,540,1
3,8,128,16,810,874,1020,705,1024,540,1
3,9,128,16,810,1204,896,674,896,540,1
3,10,128,16,810,1010,1019,562,1024,540,1
3,11,128,16,810,968,898,476,896,540,1
3,12,128,16,810,950,1025,473,1024,540,1
3,13,128,16,810,957,892,560,896,540,1
3,14,128,16,810,744,1025,572,1024,540,1
3,15,128,16,810,870,901,379,896,540,1
4,1,256,128,810,628,864,534,832,540,1
4,2,256,128,810,481,1069,560,1088,540,1
4,3,256,128,810,625,881,556,832,540,1
4,4,256,128,810,512,1012,575,1088,540,0
4,5,256,128,810,191,1019,580,832,540,0
4,6,256,128,810,913,1062,594,1088,540,1
4,7,256,128,810,1060,868,545,832,540,1
4,8,256,128,810,847,1047,614,1088,540,1
4,9,256,128,810,861,866,579,832,540,1
4,10,256,128,810,550,1061,631,1088,540,1
4,11,256,128,810,500,859,627,832,540,1
4,12,256,128,810,526,1056,626,1088,540,1
4,13,256,128,810,700,875,595,832,540,1
4,14,256,128,810,549,1047,614,1088,540,1
