20230303-160646
Ley de Fitts [ 1D - Original - Completo - Secuencial ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
8,7,1024,128,810,809,483,786,448,540,1
8,8,1024,128,810,782,1442,587,1472,540,1
8,9,1024,128,810,687,432,848,448,540,1
8,10,1024,128,810,578,1424,608,1472,540,1
8,11,1024,128,810,828,467,791,448,540,1
8,12,1024,128,810,578,1470,638,1472,540,1
8,13,1024,128,810,859,436,818,448,540,1
8,14,1024,128,810,953,1463,681,1472,540,1
8,15,1024,128,810,784,477,862,448,540,1
9,1,256,128,810,750,841,586,832,540,1
9,2,256,128,810,672,1123,520,1088,540,1
9,3,256,128,810,546,826,591,832,540,1
9,4,256,128,810,641,1067,528,1088,540,1
9,5,256,128,810,468,832,622,832,540,1
9,6,256,128,810,453,1073,565,1088,540,1
9,7,256,128,810,531,878,627,832,540,1
9,8,256,128,810,484,1097,570,1088,540,1
9,9,256,128,810,453,806,660,832,540,1
9,10,256,128,810,500,1131,575,1088,540,1
9,11,256,128,810,453,778,696,832,540,1
9,12,256,128,810,500,1059,619,1088,540,1
9,13,256,128,810,578,870,685,832,540,1
9,14,256,128,810,719,1060,612,1088,540,1
9,15,256,128,810,422,768,727,832,540,1
10,1,1024,32,810,953,448,773,448,540,1
10,2,1024,32,810,1140,1458,548,1472,540,1
10,3,1024,32,810,1412,455,759,448,540,1
10,4,1024,32,810,1016,1472,571,1472,540,1
10,5,1024,32,810,1109,451,802,448,540,1
10,6,1024,32,810,781,1471,627,1472,540,1
10,7,1024,32,810,1140,454,804,448,540,1
10,8,1024,32,810,844,1483,604,1472,540,1
10,9,1024,32,810,984,450,792,448,540,1
10,10,1024,32,810,1047,1472,626,1472,540,1
10,11,1024,32,810,1265,439,844,448,540,1
10,12,1024,32,810,1453,1456,630,1472,540,1
10,13,1024,32,810,828,444,856,448,540,1
10,14,1024,32,810,906,1483,683,1472,540,1
10,15,1024,32,810,1107,440,885,448,540,1
11,1,128,16,810,921,902,564,896,540,1
11,2,128,16,810,1000,1017,531,1024,540,1
11,3,128,16,810,1000,900,580,896,540,1
11,4,128,16,810,726,1023,534,1024,540,1
11,5,128,16,810,640,899,599,896,540,1
11,6,128,16,810,888,1019,572,1024,540,1
11,7,128,16,810,515,896,614,896,540,1
11,8,128,16,810,695,1020,572,1024,540,1
11,9,128,16,810,1031,890,629,896,540,1
11,10,128,16,810,953,1018,588,1024,540,1
11,11,128,16,810,828,888,610,896,540,1
11,12,128,16,810,1063,1026,574,1024,540,1
11,13,128,16,810,1232,881,640,896,540,0
11,14,128,16,810,1422,1021,610,1024,540,1
11,15,128,16,810,578,898,662,896,540,1
12,1,512,128,810,594,702,593,704,540,1
12,2,512,128,810,640,1203,514,1216,540,1
12,3,512,128,810,594,745,625,704,540,1
12,4,512,128,810,625,1156,531,1216,540,1
12,5,512,128,810,582,694,644,704,540,1
12,6,512,128,810,734,1213,566,1216,540,1
12,7,512,128,810,500,691,666,704,540,1
12,8,512,128,810,859,1168,579,1216,540,1
12,9,512,128,810,563,718,667,704,540,1
12,10,512,128,810,515,1268,603,1216,540,1
12,11,512,128,810,859,730,707,704,540,1
12,12,512,128,810,713,1215,586,1216,540,1
12,13,512,128,810,671,676,724,704,540,1
12,14,512,128,810,486,1208,596,1216,540,1
12,15,512,128,810,610,743,713,704,540,1
13,1,1024,64,810,828,415,752,448,540,0
13,2,1024,64,810,1047,1435,551,1472,540,0
13,3,1024,64,810,781,431,754,448,540,1
13,4,1024,64,810,1015,1494,578,1472,540,1
13,5,1024,64,810,921,467,823,448,540,1
13,6,1024,64,810,610,1467,651,1472,540,1
13,7,1024,64,810,812,433,837,448,540,1
13,8,1024,64,810,578,1453,701,1472,540,1
13,9,1024,64,810,827,470,834,448,540,1
13,10,1024,64,810,1071,1469,678,1472,540,1
13,11,1024,64,810,665,457,813,448,540,1
13,12,1024,64,810,1031,1467,694,1472,540,1
13,13,1024,64,810,765,465,786,448,540,1
13,14,1024,64,810,922,1472,644,1472,540,1
13,15,1024,64,810,906,472,758,448,540,1
14,1,256,64,810,517,779,640,832,540,0
14,2,256,64,810,1015,1074,629,1088,540,1
14,3,256,64,810,766,841,660,832,540,1
14,4,256,64,810,703,1073,621,1088,540,1
14,5,256,64,810,735,832,692,832,540,1
14,6,256,64,810,515,1095,641,1088,540,1
14,7,256,64,810,468,823,694,832,540,1
14,8,256,64,810,969,1079,658,1088,540,1
14,9,256,64,810,921,849,723,832,540,1
14,10,256,64,810,766,1091,666,1088,540,1
14,11,256,64,810,625,840,735,832,540,1
14,12,256,64,810,468,1072,700,1088,540,1
14,13,256,64,810,969,844,746,832,540,1
14,14,256,64,810,624,1067,681,1088,540,1
14,15,256,64,810,485,785,778,832,540,0
15,1,128,64,810,422,886,654,896,540,1
15,2,128,64,810,484,991,633,1024,540,0
15,3,128,64,810,531,902,659,896,540,1
15,4,128,64,810,703,1014,633,1024,540,1
15,5,128,64,810,450,896,680,896,540,1
15,6,128,64,810,562,1008,648,1024,540,1
15,7,128,64,810,610,912,688,896,540,1
15,8,128,64,810,500,1006,657,1024,540,1
15,9,128,64,810,453,895,700,896,540,1
15,10,128,64,810,594,999,667,1024,540,1
15,11,128,64,810,469,907,702,896,540,1
15,12,128,64,810,484,1012,663,1024,540,1
15,13,128,64,810,531,894,712,896,540,1
15,14,128,64,810,668,1008,676,1024,540,1
15,15,128,64,810,453,920,714,896,540,1
16,1,128,32,810,812,900,598,896,540,1
16,2,128,32,810,797,1027,553,1024,540,1
16,3,128,32,810,640,904,623,896,540,1
16,4,128,32,810,719,1026,563,1024,540,1
16,5,128,32,810,672,900,638,896,540,1
16,6,128,32,810,749,1013,565,1024,540,1
16,7,128,32,810,688,888,640,896,540,1
16,8,128,32,810,625,1021,576,1024,540,1
16,9,128,32,810,734,891,661,896,540,1
16,10,128,32,810,532,1024,590,1024,540,1
16,11,128,32,810,515,917,656,896,540,0
16,12,128,32,810,562,1009,616,1024,540,1
16,13,128,32,810,609,907,669,896,540,1
16,14,128,32,810,719,1016,614,1024,540,1
16,15,128,32,810,735,900,681,896,540,1
