20230303-164138
Ley de Fitts [ 1D - Original - Completo - Secuencial ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
5,7,128,64,810,541,908,567,896,540,1
5,8,128,64,810,495,1009,564,1024,540,1
5,9,128,64,810,421,909,568,896,540,1
5,10,128,64,810,493,1009,567,1024,540,1
5,11,128,64,810,404,913,569,896,540,1
5,12,128,64,810,454,1026,566,1024,540,1
5,13,128,64,810,581,919,569,896,540,1
5,14,128,64,810,596,991,563,1024,540,0
5,15,128,64,810,414,889,564,896,540,1
6,1,1024,64,810,860,433,580,448,540,1
6,2,1024,64,810,781,1479,563,1472,540,1
6,3,1024,64,810,877,464,537,448,540,1
6,4,1024,64,810,685,1478,575,1472,540,1
6,5,1024,64,810,764,469,528,448,540,1
6,6,1024,64,810,704,1497,570,1472,540,1
6,7,1024,64,810,885,471,546,448,540,1
6,8,1024,64,810,813,1475,580,1472,540,1
6,9,1024,64,810,829,483,568,448,540,0
6,10,1024,64,810,758,1469,565,1472,540,1
6,11,1024,64,810,550,438,522,448,540,1
6,12,1024,64,810,524,1471,532,1472,540,1
6,13,1024,64,810,701,430,539,448,540,1
6,14,1024,64,810,623,1458,553,1472,540,1
6,15,1024,64,810,988,446,556,448,540,1
7,1,128,32,810,659,892,550,896,540,1
7,2,128,32,810,557,1014,556,1024,540,1
7,3,128,32,810,646,898,557,896,540,1
7,4,128,32,810,453,1006,558,1024,540,0
7,5,128,32,810,670,910,570,896,540,1
7,6,128,32,810,550,1007,565,1024,540,0
7,7,128,32,810,508,905,569,896,540,1
7,8,128,32,810,532,1014,563,1024,540,1
7,9,128,32,810,505,899,559,896,540,1
7,10,128,32,810,525,1020,548,1024,540,1
7,11,128,32,810,453,896,566,896,540,1
7,12,128,32,810,454,1020,558,1024,540,1
7,13,128,32,810,435,914,582,896,540,0
7,14,128,32,810,776,1016,570,1024,540,1
7,15,128,32,810,596,911,575,896,540,1
8,1,128,128,810,363,861,553,896,540,1
8,2,128,128,810,374,1013,561,1024,540,1
8,3,128,128,810,365,895,572,896,540,1
8,4,128,128,810,357,1027,578,1024,540,1
8,5,128,128,810,391,934,583,896,540,1
8,6,128,128,810,381,1021,575,1024,540,1
8,7,128,128,810,374,917,574,896,540,1
8,8,128,128,810,413,996,567,1024,540,1
8,9,128,128,810,429,949,560,896,540,1
8,10,128,128,810,421,995,560,1024,540,1
8,11,128,128,810,447,949,554,896,540,1
8,12,128,128,810,781,980,561,1024,540,1
8,13,128,128,810,470,935,564,896,540,1
8,14,128,128,810,445,1006,564,1024,540,1
8,15,128,128,810,421,911,569,896,540,1
9,1,128,16,810,761,911,567,896,540,0
9,2,128,16,810,589,1024,585,1024,540,1
9,3,128,16,810,702,893,584,896,540,1
9,4,128,16,810,534,1026,587,1024,540,1
9,5,128,16,810,757,896,589,896,540,1
9,6,128,16,810,829,1020,590,1024,540,1
9,7,128,16,810,647,903,592,896,540,1
9,8,128,16,810,723,1012,588,1024,540,0
9,9,128,16,810,757,902,582,896,540,1
9,10,128,16,810,580,1030,581,1024,540,1
9,11,128,16,810,1078,894,578,896,540,1
9,12,128,16,810,694,1029,566,1024,540,1
9,13,128,16,810,766,897,566,896,540,1
9,14,128,16,810,725,1021,572,1024,540,1
9,15,128,16,810,710,897,569,896,540,1
10,1,1024,128,810,620,468,395,448,540,1
10,2,1024,128,810,598,1414,421,1472,540,1
10,3,1024,128,810,549,377,258,448,540,0
10,4,1024,128,810,656,1453,276,1472,540,1
10,5,1024,128,810,628,493,331,448,540,1
10,6,1024,128,810,671,1414,334,1472,540,1
10,7,1024,128,810,605,427,330,448,540,1
10,8,1024,128,810,542,1471,362,1472,540,1
10,9,1024,128,810,582,446,352,448,540,1
10,10,1024,128,810,605,1484,359,1472,540,1
10,11,1024,128,810,589,440,349,448,540,1
10,12,1024,128,810,534,1479,358,1472,540,1
10,13,1024,128,810,677,486,362,448,540,1
10,14,1024,128,810,662,1458,347,1472,540,1
10,15,1024,128,810,662,470,365,448,540,1
11,1,256,16,810,979,829,511,832,540,1
11,2,256,16,810,886,1089,490,1088,540,1
11,3,256,16,810,908,838,525,832,540,1
11,4,256,16,810,805,1085,497,1088,540,1
11,5,256,16,810,806,835,527,832,540,1
11,6,256,16,810,822,1085,506,1088,540,1
11,7,256,16,810,868,837,528,832,540,1
11,8,256,16,810,749,1091,533,1088,540,1
11,9,256,16,810,766,813,530,832,540,0
11,10,256,16,810,1053,1088,538,1088,540,1
11,11,256,16,810,790,830,525,832,540,1
11,12,256,16,810,940,1087,523,1088,540,1
11,13,256,16,810,973,834,513,832,540,1
11,14,256,16,810,749,1083,507,1088,540,1
11,15,256,16,810,807,833,498,832,540,1
12,1,256,64,810,442,847,542,832,540,1
12,2,256,64,810,597,1062,541,1088,540,1
12,3,256,64,810,461,827,527,832,540,1
12,4,256,64,810,669,1070,518,1088,540,1
12,5,256,64,810,477,832,520,832,540,1
12,6,256,64,810,510,1099,525,1088,540,1
12,7,256,64,810,460,827,524,832,540,1
12,8,256,64,810,411,1053,530,1088,540,0
12,9,256,64,810,886,847,517,832,540,1
12,10,256,64,810,461,1090,511,1088,540,1
12,11,256,64,810,668,838,493,832,540,1
12,12,256,64,810,589,1063,496,1088,540,1
12,13,256,64,810,463,836,490,832,540,1
12,14,256,64,810,533,1070,490,1088,540,1
12,15,256,64,810,460,862,485,832,540,1
13,1,1024,32,810,897,462,507,448,540,1
13,2,1024,32,810,670,1493,503,1472,540,0
13,3,1024,32,810,806,454,500,448,540,1
13,4,1024,32,810,821,1459,504,1472,540,1
13,5,1024,32,810,758,410,504,448,540,0
13,6,1024,32,810,909,1465,500,1472,540,1
13,7,1024,32,810,612,470,489,448,540,0
13,8,1024,32,810,925,1487,486,1472,540,1
13,9,1024,32,810,893,479,468,448,540,0
13,10,1024,32,810,845,1471,477,1472,540,1
13,11,1024,32,810,797,454,469,448,540,1
13,12,1024,32,810,877,1463,461,1472,540,1
13,13,1024,32,810,1109,450,430,448,540,1
13,14,1024,32,810,853,1480,436,1472,540,1
13,15,1024,32,810,822,454,406,448,540,1
14,1,512,128,810,379,575,518,704,540,0
14,2,512,128,810,813,1184,533,1216,540,1
14,3,512,128,810,518,757,504,704,540,1
14,4,512,128,810,477,1228,504,1216,540,1
14,5,512,128,810,501,692,467,704,540,1
14,6,512,128,810,621,1169,474,1216,540,1
14,7,512,128,810,414,757,438,704,540,1
14,8,512,128,810,462,1216,454,1216,540,1
14,9,512,128,810,589,766,446,704,540,1
14,10,512,128,810,509,1273,445,1216,540,1
14,11,512,128,810,678,760,431,704,540,1
14,12,512,128,810,549,1169,431,1216,540,1
14,13,512,128,810,566,727,416,704,540,1
14,14,512,128,810,478,1186,415,1216,540,1
14,15,512,128,810,661,745,402,704,540,1
15,1,256,128,810,411,840,501,832,540,1
15,2,256,128,810,758,1046,504,1088,540,1
15,3,256,128,810,453,832,506,832,540,1
15,4,256,128,810,389,1075,519,1088,540,1
15,5,256,128,810,390,852,520,832,540,1
15,6,256,128,810,413,1066,535,1088,540,1
15,7,256,128,810,485,880,527,832,540,1
15,8,256,128,810,565,1037,536,1088,540,1
15,9,256,128,810,445,863,529,832,540,1
15,10,256,128,810,493,1057,535,1088,540,1
15,11,256,128,810,381,849,529,832,540,1
15,12,256,128,810,444,1057,544,1088,540,1
15,13,256,128,810,463,870,544,832,540,1
15,14,256,128,810,412,1087,552,1088,540,1
15,15,256,128,810,477,865,552,832,540,1
16,1,512,16,810,931,711,513,704,540,1
16,2,512,16,810,1109,1224,518,1216,540,0
16,3,512,16,810,1030,709,536,704,540,1
16,4,512,16,810,917,1217,546,1216,540,1
16,5,512,16,810,876,718,555,704,540,0
16,6,512,16,810,837,1213,563,1216,540,1
16,7,512,16,810,765,712,553,704,540,0
16,8,512,16,810,885,1207,561,1216,540,0
16,9,512,16,810,1005,712,547,704,540,0
16,10,512,16,810,790,1218,556,1216,540,1
16,11,512,16,810,1117,706,551,704,540,1
16,12,512,16,810,990,1215,566,1216,540,1
16,13,512,16,810,915,704,566,704,540,1
16,14,512,16,810,758,1212,588,1216,540,1
16,15,512,16,810,743,708,588,704,540,1
