20230307-175620
Ley de Fitts [ 1D - Original - Completo - Secuencial ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
7,2,512,16,810,1006,1218,557,1216,540,1
7,3,512,16,810,798,701,595,704,540,1
7,4,512,16,810,717,1221,585,1216,540,1
7,5,512,16,810,813,702,599,704,540,1
7,6,512,16,810,869,1220,609,1216,540,1
7,7,512,16,810,821,708,623,704,540,1
7,8,512,16,810,1043,1216,635,1216,540,1
7,9,512,16,810,885,706,620,704,540,1
7,10,512,16,810,893,1213,647,1216,540,1
7,11,512,16,810,975,706,618,704,540,1
7,12,512,16,810,973,1217,604,1216,540,1
7,13,512,16,810,741,706,643,704,540,1
7,14,512,16,810,885,1218,639,1216,540,1
7,15,512,16,810,924,710,645,704,540,1
8,1,1024,16,810,1523,450,621,448,540,1
8,2,1024,16,810,1228,1474,640,1472,540,1
8,3,1024,16,810,1317,450,582,448,540,1
8,4,1024,16,810,1070,1472,591,1472,540,1
8,5,1024,16,810,870,448,583,448,540,1
8,6,1024,16,810,1196,1468,623,1472,540,1
8,7,1024,16,810,1006,447,632,448,540,1
8,8,1024,16,810,1108,1475,681,1472,540,1
8,9,1024,16,810,1037,450,686,448,540,1
8,10,1024,16,810,773,1468,728,1472,540,1
8,11,1024,16,810,1293,447,709,448,540,1
8,12,1024,16,810,1213,1469,792,1472,540,1
8,13,1024,16,810,1094,453,733,448,540,1
8,14,1024,16,810,1013,1467,776,1472,540,1
8,15,1024,16,810,1365,450,732,448,540,1
9,1,512,32,810,771,695,499,704,540,1
9,2,512,32,810,718,1219,536,1216,540,1
9,3,512,32,810,781,717,562,704,540,1
9,4,512,32,810,666,1231,547,1216,540,1
9,5,512,32,810,821,719,580,704,540,1
9,6,512,32,810,909,1219,579,1216,540,1
9,7,512,32,810,925,714,602,704,540,1
9,8,512,32,810,686,1208,616,1216,540,1
9,9,512,32,810,877,693,643,704,540,1
9,10,512,32,810,645,1215,619,1216,540,1
9,11,512,32,810,701,711,583,704,540,1
9,12,512,32,810,549,1225,607,1216,540,1
9,13,512,32,810,534,695,605,704,540,1
9,14,512,32,810,533,1215,594,1216,540,1
9,15,512,32,810,453,701,618,704,540,1
10,1,1024,32,810,819,441,604,448,540,1
10,2,1024,32,810,765,1479,599,1472,540,1
10,3,1024,32,810,917,454,643,448,540,1
10,4,1024,32,810,565,1502,614,1472,540,0
10,5,1024,32,810,1398,453,653,448,540,1
10,6,1024,32,810,1044,1472,629,1472,540,1
10,7,1024,32,810,597,452,664,448,540,1
10,8,1024,32,810,813,1465,617,1472,540,1
10,9,1024,32,810,567,450,665,448,540,1
10,10,1024,32,810,877,1470,593,1472,540,1
10,11,1024,32,810,637,455,650,448,540,1
10,12,1024,32,810,989,1495,668,1472,540,0
10,13,1024,32,810,989,448,666,448,540,1
10,14,1024,32,810,1173,1464,605,1472,540,1
10,15,1024,32,810,1132,452,717,448,540,1
11,1,128,32,810,594,895,559,896,540,1
11,2,128,32,810,645,1013,529,1024,540,1
11,3,128,32,810,525,903,531,896,540,1
11,4,128,32,810,437,1016,529,1024,540,1
11,5,128,32,810,478,904,525,896,540,1
11,6,128,32,810,501,1023,534,1024,540,1
11,7,128,32,810,462,886,540,896,540,1
11,8,128,32,810,477,1017,534,1024,540,1
11,9,128,32,810,557,903,538,896,540,1
11,10,128,32,810,518,1018,548,1024,540,1
11,11,128,32,810,502,900,540,896,540,1
11,12,128,32,810,517,1013,535,1024,540,1
11,13,128,32,810,557,900,536,896,540,1
11,14,128,32,810,445,1035,548,1024,540,1
11,15,128,32,810,518,902,556,896,540,1
12,1,512,64,810,539,707,644,704,540,1
12,2,512,64,810,540,1208,603,1216,540,1
12,3,512,64,810,614,710,654,704,540,1
12,4,512,64,810,565,1192,569,1216,540,1
12,5,512,64,810,542,705,630,704,540,1
12,6,512,64,810,878,1185,603,1216,540,1
12,7,512,64,810,461,733,679,704,540,1
12,8,512,64,810,566,1207,649,1216,540,1
12,9,512,64,810,422,674,725,704,540,1
12,10,512,64,810,812,1205,592,1216,540,1
12,11,512,64,810,725,693,742,704,540,1
12,12,512,64,810,1326,1190,530,1216,540,1
12,13,512,64,810,437,724,616,704,540,1
12,14,512,64,810,564,1218,516,1216,540,1
12,15,512,64,810,485,717,604,704,540,1
13,1,256,16,810,876,833,587,832,540,1
13,2,256,16,810,1509,1091,557,1088,540,1
13,3,256,16,810,893,827,569,832,540,1
13,4,256,16,810,509,1092,565,1088,540,1
13,5,256,16,810,733,826,579,832,540,1
13,6,256,16,810,973,1089,563,1088,540,1
13,7,256,16,810,845,844,579,832,540,0
13,8,256,16,810,812,1098,596,1088,540,0
13,9,256,16,810,662,840,595,832,540,0
13,10,256,16,810,813,1093,600,1088,540,1
13,11,256,16,810,919,831,616,832,540,1
13,12,256,16,810,909,1084,601,1088,540,1
13,13,256,16,810,934,831,621,832,540,1
13,14,256,16,810,1029,1086,609,1088,540,1
13,15,256,16,810,734,831,649,832,540,1
14,1,128,128,810,346,892,570,896,540,1
14,2,128,128,810,270,1113,538,1024,540,0
14,3,128,128,810,468,932,545,896,540,1
14,4,128,128,810,286,1064,530,1024,540,1
14,5,128,128,810,357,933,530,896,540,1
14,6,128,128,810,278,1036,520,1024,540,1
14,7,128,128,810,373,950,528,896,540,1
14,8,128,128,810,293,1036,527,1024,540,1
14,9,128,128,810,389,951,526,896,540,1
14,10,128,128,810,334,1044,518,1024,540,1
14,11,128,128,810,429,931,523,896,540,1
14,12,128,128,810,549,1039,513,1024,540,1
14,13,128,128,810,357,948,524,896,540,1
14,14,128,128,810,293,1062,511,1024,540,1
14,15,128,128,810,405,932,523,896,540,1
15,1,256,32,810,827,833,577,832,540,1
15,2,256,32,810,597,1088,548,1088,540,1
15,3,256,32,810,701,844,584,832,540,1
15,4,256,32,810,837,1076,567,1088,540,1
15,5,256,32,810,517,821,613,832,540,1
15,6,256,32,810,526,1100,581,1088,540,1
15,7,256,32,810,574,834,626,832,540,1
15,8,256,32,810,470,1091,570,1088,540,1
15,9,256,32,810,508,822,621,832,540,1
15,10,256,32,810,765,1075,549,1088,540,1
15,11,256,32,810,733,829,607,832,540,1
15,12,256,32,810,637,1099,567,1088,540,1
15,13,256,32,810,565,839,609,832,540,1
15,14,256,32,810,613,1099,562,1088,540,1
15,15,256,32,810,533,827,616,832,540,1
16,1,1024,128,810,435,468,634,448,540,1
16,2,1024,128,810,461,1383,537,1472,540,0
16,3,1024,128,810,789,483,647,448,540,1
16,4,1024,128,810,701,1462,507,1472,540,1
16,5,1024,128,810,405,456,606,448,540,1
16,6,1024,128,810,725,1463,448,1472,540,1
16,7,1024,128,810,517,456,533,448,540,1
16,8,1024,128,810,773,1448,420,1472,540,1
16,9,1024,128,810,629,482,587,448,540,1
16,10,1024,128,810,621,1432,422,1472,540,1
16,11,1024,128,810,533,484,573,448,540,1
16,12,1024,128,810,717,1491,350,1472,540,1
16,13,1024,128,810,702,486,585,448,540,1
16,14,1024,128,810,507,1463,398,1472,540,1
16,15,1024,128,810,542,491,553,448,540,1
