20230303-173951
Ley de Fitts [ 1D - Original - Completo - Secuencial ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
7,11,1024,16,810,1084,453,547,448,540,1
7,12,1024,16,810,1245,1466,553,1472,540,1
7,13,1024,16,810,1198,441,563,448,540,1
7,14,1024,16,810,1060,1476,571,1472,540,1
7,15,1024,16,810,854,446,588,448,540,1
8,1,128,32,810,737,892,525,896,540,1
8,2,128,32,810,693,1015,536,1024,540,1
8,3,128,32,810,574,892,540,896,540,1
8,4,128,32,810,652,1030,540,1024,540,1
8,5,128,32,810,541,887,535,896,540,1
8,6,128,32,810,566,1017,546,1024,540,1
8,7,128,32,810,531,899,540,896,540,1
8,8,128,32,810,637,1023,554,1024,540,1
8,9,128,32,810,613,891,552,896,540,1
8,10,128,32,810,462,1022,548,1024,540,1
8,11,128,32,810,573,902,539,896,540,1
8,12,128,32,810,453,1023,555,1024,540,1
8,13,128,32,810,605,903,547,896,540,1
8,14,128,32,810,518,1024,560,1024,540,1
8,15,128,32,810,479,901,559,896,540,1
9,1,128,16,810,883,895,541,896,540,1
9,2,128,16,810,982,1023,566,1024,540,1
9,3,128,16,810,645,899,565,896,540,1
9,4,128,16,810,965,1031,573,1024,540,1
9,5,128,16,810,749,892,564,896,540,1
9,6,128,16,810,709,1018,575,1024,540,1
9,7,128,16,810,925,894,566,896,540,1
9,8,128,16,810,861,1021,586,1024,540,1
9,9,128,16,810,909,896,573,896,540,1
9,10,128,16,810,709,1024,597,1024,540,1
9,11,128,16,810,958,894,577,896,540,1
9,12,128,16,810,854,1021,591,1024,540,1
9,13,128,16,810,861,897,586,896,540,1
9,14,128,16,810,790,1020,601,1024,540,1
9,15,128,16,810,853,896,592,896,540,1
10,1,1024,128,810,890,488,549,448,540,1
10,2,1024,128,810,669,1430,622,1472,540,1
10,3,1024,128,810,717,405,551,448,540,1
10,4,1024,128,810,566,1481,523,1472,540,1
10,5,1024,128,810,558,444,585,448,540,1
10,6,1024,128,810,485,1494,571,1472,540,1
10,7,1024,128,810,542,472,599,448,540,1
10,8,1024,128,810,653,1413,596,1472,540,1
10,9,1024,128,810,678,431,566,448,540,1
10,10,1024,128,810,613,1453,577,1472,540,1
10,11,1024,128,810,502,416,634,448,540,1
10,12,1024,128,810,549,1445,629,1472,540,1
10,13,1024,128,810,509,466,622,448,540,1
10,14,1024,128,810,541,1432,674,1472,540,1
10,15,1024,128,810,613,483,654,448,540,1
11,1,256,32,810,867,814,574,832,540,0
11,2,256,32,810,677,1102,603,1088,540,1
11,3,256,32,810,566,834,601,832,540,1
11,4,256,32,810,492,1096,629,1088,540,1
11,5,256,32,810,469,833,629,832,540,1
11,6,256,32,810,813,1082,632,1088,540,1
11,7,256,32,810,686,839,622,832,540,1
11,8,256,32,810,500,1080,635,1088,540,1
11,9,256,32,810,685,829,620,832,540,1
11,10,256,32,810,613,1081,643,1088,540,1
11,11,256,32,810,549,822,650,832,540,1
11,12,256,32,810,478,1084,652,1088,540,1
11,13,256,32,810,557,844,642,832,540,1
11,14,256,32,810,725,1091,642,1088,540,1
11,15,256,32,810,765,829,638,832,540,1
12,1,512,128,810,451,730,588,704,540,1
12,2,512,128,810,405,1187,609,1216,540,1
12,3,512,128,810,533,740,582,704,540,1
12,4,512,128,810,513,1165,644,1216,540,1
12,5,512,128,810,389,740,649,704,540,1
12,6,512,128,810,461,1208,643,1216,540,1
12,7,512,128,810,573,728,618,704,540,1
12,8,512,128,810,438,1208,662,1216,540,1
12,9,512,128,810,598,746,635,704,540,1
12,10,512,128,810,629,1220,674,1216,540,1
12,11,512,128,810,550,696,625,704,540,1
12,12,512,128,810,445,1244,673,1216,540,1
12,13,512,128,810,614,666,639,704,540,1
12,14,512,128,810,413,1207,701,1216,540,1
12,15,512,128,810,781,693,655,704,540,1
13,1,256,64,810,643,823,584,832,540,1
13,2,256,64,810,622,1090,605,1088,540,1
13,3,256,64,810,645,851,609,832,540,1
13,4,256,64,810,511,1067,639,1088,540,1
13,5,256,64,810,725,847,615,832,540,1
13,6,256,64,810,693,1102,620,1088,540,1
13,7,256,64,810,741,839,608,832,540,1
13,8,256,64,810,709,1074,638,1088,540,1
13,9,256,64,810,645,843,612,832,540,1
13,10,256,64,810,581,1100,610,1088,540,1
13,11,256,64,810,707,842,577,832,540,1
13,12,256,64,810,569,1086,623,1088,540,1
13,13,256,64,810,556,839,617,832,540,1
13,14,256,64,810,485,1097,656,1088,540,1
13,15,256,64,810,663,834,601,832,540,1
14,1,128,64,810,666,880,582,896,540,1
14,2,128,64,810,653,1035,603,1024,540,1
14,3,128,64,810,549,919,582,896,540,1
14,4,128,64,810,509,997,616,1024,540,1
14,5,128,64,810,533,922,606,896,540,1
14,6,128,64,810,444,1024,619,1024,540,1
14,7,128,64,810,541,909,601,896,540,1
14,8,128,64,810,390,1039,612,1024,540,1
14,9,128,64,810,460,915,606,896,540,1
14,10,128,64,810,454,1024,620,1024,540,1
14,11,128,64,810,518,920,608,896,540,1
14,12,128,64,810,373,1050,624,1024,540,1
14,13,128,64,810,686,909,610,896,540,1
14,14,128,64,810,557,1009,635,1024,540,1
14,15,128,64,810,558,908,620,896,540,1
15,1,512,16,810,867,702,575,704,540,1
15,2,512,16,810,830,1216,614,1216,540,1
15,3,512,16,810,1237,710,540,704,540,1
15,4,512,16,810,1117,1221,602,1216,540,1
15,5,512,16,810,781,701,578,704,540,1
15,6,512,16,810,883,1213,617,1216,540,1
15,7,512,16,810,904,702,577,704,540,1
15,8,512,16,810,1588,1214,591,1216,540,1
15,9,512,16,810,780,704,583,704,540,1
15,10,512,16,810,791,1210,602,1216,540,1
15,11,512,16,810,1094,700,580,704,540,1
15,12,512,16,810,821,1213,582,1216,540,1
15,13,512,16,810,1149,704,556,704,540,1
15,14,512,16,810,645,1210,595,1216,540,1
15,15,512,16,810,765,698,589,704,540,1
16,1,512,64,810,650,692,534,704,540,1
16,2,512,64,810,1214,1243,602,1216,540,1
16,3,512,64,810,654,692,619,704,540,1
16,4,512,64,810,837,1231,597,1216,540,1
16,5,512,64,810,541,730,637,704,540,1
16,6,512,64,810,876,1206,633,1216,540,1
16,7,512,64,810,645,717,620,704,540,1
16,8,512,64,810,510,1213,645,1216,540,1
16,9,512,64,810,492,721,650,704,540,1
16,10,512,64,810,581,1209,658,1216,540,1
16,11,512,64,810,573,708,617,704,540,1
16,12,512,64,810,580,1206,645,1216,540,1
16,13,512,64,810,838,715,609,704,540,1
16,14,512,64,810,645,1196,609,1216,540,1
16,15,512,64,810,526,718,609,704,540,1
