20230303-182906
Ley de Fitts [ 1D - Original - Completo - Random ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
7,7,512,64,810,609,1212,556,1216,540,1
7,8,512,64,810,750,1211,561,1216,540,1
7,9,512,64,810,1125,719,540,704,540,1
7,10,512,64,810,672,1219,543,1216,540,1
7,11,512,64,810,581,730,552,704,540,1
7,12,512,64,810,969,707,543,704,540,1
7,13,512,64,810,807,1202,568,1216,540,1
7,14,512,64,810,890,1219,561,1216,540,1
7,15,512,64,810,735,1235,562,1216,540,1
8,1,1024,32,810,1344,449,536,448,540,1
8,2,1024,32,810,955,1463,483,1472,540,1
8,3,1024,32,810,641,1459,499,1472,540,1
8,4,1024,32,810,788,1472,519,1472,540,1
8,5,1024,32,810,1126,443,530,448,540,1
8,6,1024,32,810,643,462,524,448,540,1
8,7,1024,32,810,870,1468,554,1472,540,1
8,8,1024,32,810,609,1464,560,1472,540,1
8,9,1024,32,810,781,442,541,448,540,1
8,10,1024,32,810,1031,1462,565,1472,540,1
8,11,1024,32,810,1110,458,527,448,540,1
8,12,1024,32,810,874,453,528,448,540,1
8,13,1024,32,810,1015,449,550,448,540,1
8,14,1024,32,810,895,1464,557,1472,540,1
8,15,1024,32,810,969,453,583,448,540,1
9,1,512,128,810,609,1182,547,1216,540,1
9,2,512,128,810,621,1243,562,1216,540,1
9,3,512,128,810,547,774,577,704,540,0
9,4,512,128,810,715,745,585,704,540,1
9,5,512,128,810,766,720,592,704,540,1
9,6,512,128,810,594,1174,576,1216,540,1
9,7,512,128,810,664,710,576,704,540,1
9,8,512,128,810,625,719,551,704,540,1
9,9,512,128,810,547,1165,567,1216,540,1
9,10,512,128,810,765,703,582,704,540,1
9,11,512,128,810,734,740,592,704,540,1
9,12,512,128,810,547,1173,594,1216,540,1
9,13,512,128,810,622,734,612,704,540,1
9,14,512,128,810,619,1187,604,1216,540,1
9,15,512,128,810,734,1194,619,1216,540,1
10,1,1024,64,810,843,1446,585,1472,540,1
10,2,1024,64,810,860,458,546,448,540,1
10,3,1024,64,810,1204,450,548,448,540,1
10,4,1024,64,810,832,455,543,448,540,1
10,5,1024,64,810,678,1460,563,1472,540,1
10,6,1024,64,810,844,463,588,448,540,1
10,7,1024,64,810,906,440,580,448,540,1
10,8,1024,64,810,874,1484,557,1472,540,1
10,9,1024,64,810,735,1463,572,1472,540,1
10,10,1024,64,810,969,1492,593,1472,540,1
10,11,1024,64,810,999,471,594,448,540,1
10,12,1024,64,810,659,1453,609,1472,540,1
10,13,1024,64,810,1031,461,613,448,540,1
10,14,1024,64,810,734,448,616,448,540,1
10,15,1024,64,810,752,470,611,448,540,1
11,1,128,32,810,672,896,581,896,540,1
11,2,128,32,810,641,1032,571,1024,540,1
11,3,128,32,810,493,888,592,896,540,1
11,4,128,32,810,560,1011,586,1024,540,1
11,5,128,32,810,725,1013,585,1024,540,1
11,6,128,32,810,703,1022,592,1024,540,1
11,7,128,32,810,688,893,597,896,540,1
11,8,128,32,810,609,1010,593,1024,540,1
11,9,128,32,810,703,898,587,896,540,1
11,10,128,32,810,812,889,591,896,540,1
11,11,128,32,810,515,1024,600,1024,540,1
11,12,128,32,810,682,888,615,896,540,1
11,13,128,32,810,687,907,604,896,540,1
11,14,128,32,810,657,1012,604,1024,540,1
11,15,128,32,810,676,1018,609,1024,540,1
12,1,128,64,810,734,998,604,1024,540,1
12,2,128,64,810,500,1003,605,1024,540,1
12,3,128,64,810,656,922,612,896,540,1
12,4,128,64,810,783,906,604,896,540,1
12,5,128,64,810,500,1017,609,1024,540,1
12,6,128,64,810,584,1013,615,1024,540,1
12,7,128,64,810,594,1019,620,1024,540,1
12,8,128,64,810,515,1007,629,1024,540,1
12,9,128,64,810,476,1010,630,1024,540,1
12,10,128,64,810,500,997,632,1024,540,1
12,11,128,64,810,523,1006,632,1024,540,1
12,12,128,64,810,578,916,625,896,540,1
12,13,128,64,810,578,1005,620,1024,540,1
12,14,128,64,810,484,916,623,896,540,1
12,15,128,64,810,391,1024,637,1024,540,1
13,1,256,32,810,735,1077,595,1088,540,1
13,2,256,32,810,1112,826,582,832,540,1
13,3,256,32,810,974,832,585,832,540,1
13,4,256,32,810,772,1080,601,1088,540,1
13,5,256,32,810,796,837,591,832,540,1
13,6,256,32,810,860,841,589,832,540,1
13,7,256,32,810,1015,1083,587,1088,540,1
13,8,256,32,810,631,828,598,832,540,1
13,9,256,32,810,573,1090,586,1088,540,1
13,10,256,32,810,688,1091,589,1088,540,1
13,11,256,32,810,578,835,605,832,540,1
13,12,256,32,810,839,1081,599,1088,540,1
13,13,256,32,810,756,1085,609,1088,540,1
13,14,256,32,810,828,831,602,832,540,1
13,15,256,32,810,703,1080,621,1088,540,1
14,1,256,128,810,609,1076,572,1088,540,1
14,2,256,128,810,500,888,575,832,540,1
14,3,256,128,810,500,1067,568,1088,540,1
14,4,256,128,810,562,1072,564,1088,540,1
14,5,256,128,810,702,1046,576,1088,540,1
14,6,256,128,810,484,1049,580,1088,540,1
14,7,256,128,810,500,1041,588,1088,540,1
14,8,256,128,810,532,1046,588,1088,540,1
14,9,256,128,810,625,869,578,832,540,1
14,10,256,128,810,769,857,612,832,540,1
14,11,256,128,810,594,1047,611,1088,540,1
14,12,256,128,810,500,855,598,832,540,1
14,13,256,128,810,376,1097,618,1088,540,1
14,14,256,128,810,597,1071,615,1088,540,1
14,15,256,128,810,578,883,624,832,540,1
15,1,512,16,810,1093,700,554,704,540,1
15,2,512,16,810,717,705,553,704,540,1
15,3,512,16,810,1016,1215,536,1216,540,1
15,4,512,16,810,1031,700,563,704,540,1
15,5,512,16,810,859,699,549,704,540,1
15,6,512,16,810,1397,1210,547,1216,540,1
15,7,512,16,810,472,1210,547,1216,540,1
15,8,512,16,810,422,1210,550,1216,540,1
15,9,512,16,810,1178,707,544,704,540,1
15,10,512,16,810,898,1216,562,1216,540,1
15,11,512,16,810,1004,1215,567,1216,540,1
15,12,512,16,810,1031,703,582,704,540,1
15,13,512,16,810,969,1218,557,1216,540,1
15,14,512,16,810,1172,705,605,704,540,1
15,15,512,16,810,890,698,595,704,540,1
16,1,1024,16,810,1301,1471,538,1472,540,1
16,2,1024,16,810,1062,1475,549,1472,540,1
16,3,1024,16,810,1194,446,591,448,540,1
16,4,1024,16,810,578,451,591,448,540,1
16,5,1024,16,810,1033,1477,600,1472,540,1
16,6,1024,16,810,2221,443,690,448,540,1
16,7,1024,16,810,1265,445,671,448,540,1
16,8,1024,16,810,969,1472,589,1472,540,1
16,9,1024,16,810,1500,441,588,448,540,1
16,10,1024,16,810,969,442,555,448,540,1
16,11,1024,16,810,578,453,554,448,540,1
16,12,1024,16,810,406,451,554,448,540,1
16,13,1024,16,810,410,451,554,448,540,1
16,14,1024,16,810,454,451,554,448,540,1
16,15,1024,16,810,437,451,554,448,540,1
