20230307-171016
Ley de Fitts [ 1D - Original - Completo - Secuencial ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
14,14,256,32,810,1125,1096,788,1088,540,1
14,15,256,32,810,758,825,809,832,540,1
15,1,128,128,810,678,868,632,896,540,1
15,2,128,128,810,406,1026,613,1024,540,1
15,3,128,128,810,612,859,628,896,540,1
15,4,128,128,810,589,1034,648,1024,540,1
15,5,128,128,810,446,872,660,896,540,1
15,6,128,128,810,406,1026,664,1024,540,1
15,7,128,128,810,444,855,672,896,540,1
15,8,128,128,810,445,1059,671,1024,540,1
15,9,128,128,810,453,912,682,896,540,1
15,10,128,128,810,669,1039,681,1024,540,1
15,11,128,128,810,414,918,692,896,540,1
15,12,128,128,810,461,984,680,1024,540,1
15,13,128,128,810,429,900,688,896,540,1
15,14,128,128,810,614,1039,685,1024,540,1
15,15,128,128,810,398,942,679,896,540,1
16,1,512,16,810,1470,708,650,704,540,1
16,2,512,16,810,1156,1218,655,1216,540,1
16,3,512,16,810,1357,707,662,704,540,1
16,4,512,16,810,1062,1220,666,1216,540,1
16,5,512,16,810,990,706,680,704,540,1
16,6,512,16,810,813,1212,658,1216,540,1
16,7,512,16,810,1462,708,698,704,540,1
16,8,512,16,810,1205,1214,702,1216,540,1
16,9,512,16,810,1107,705,689,704,540,1
16,10,512,16,810,1154,1211,689,1216,540,1
16,11,512,16,810,1484,704,690,704,540,1
16,12,512,16,810,1391,1211,697,1216,540,1
16,13,512,16,810,669,706,696,704,540,1
16,14,512,16,810,1525,1214,687,1216,540,1
16,15,512,16,810,846,706,707,704,540,1
