20230302-142723
Ley de Fitts [ 1D - Original - Completo - Secuencial ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
12,14,128,32,810,614,1028,572,1024,540,1
12,15,128,32,810,582,900,581,896,540,1
13,1,512,16,810,1062,695,587,704,540,0
13,2,512,16,810,963,1218,522,1216,540,1
13,3,512,16,810,951,707,575,704,540,1
13,4,512,16,810,1062,1215,552,1216,540,1
13,5,512,16,810,981,707,570,704,540,1
13,6,512,16,810,1087,1215,534,1216,540,1
13,7,512,16,810,863,706,553,704,540,1
13,8,512,16,810,1037,1220,520,1216,540,1
13,9,512,16,810,1303,702,502,704,540,1
13,10,512,16,810,711,1212,479,1216,540,1
13,11,512,16,810,848,711,552,704,540,1
13,12,512,16,810,885,1207,515,1216,540,0
13,13,512,16,810,1005,700,528,704,540,1
13,14,512,16,810,863,1218,478,1216,540,1
13,15,512,16,810,1126,707,508,704,540,1
14,1,1024,128,810,687,464,569,448,540,1
14,2,1024,128,810,560,1455,526,1472,540,1
14,3,1024,128,810,588,489,547,448,540,1
14,4,1024,128,810,502,1472,489,1472,540,1
14,5,1024,128,810,533,435,545,448,540,1
14,6,1024,128,810,557,1470,516,1472,540,1
14,7,1024,128,810,665,455,521,448,540,1
14,8,1024,128,810,584,1429,519,1472,540,1
14,9,1024,128,810,624,492,561,448,540,1
14,10,1024,128,810,497,1510,473,1472,540,1
14,11,1024,128,810,519,399,474,448,540,1
14,12,1024,128,810,564,1442,464,1472,540,1
14,13,1024,128,810,622,516,503,448,540,0
14,14,1024,128,810,551,1453,442,1472,540,1
14,15,1024,128,810,756,399,481,448,540,1
15,1,1024,64,810,617,437,546,448,540,1
15,2,1024,64,810,734,1470,495,1472,540,1
15,3,1024,64,810,783,432,517,448,540,1
15,4,1024,64,810,573,1473,530,1472,540,1
15,5,1024,64,810,668,421,550,448,540,1
15,6,1024,64,810,487,1458,477,1472,540,1
15,7,1024,64,810,612,410,542,448,540,0
15,8,1024,64,810,767,1454,495,1472,540,1
15,9,1024,64,810,638,449,520,448,540,1
15,10,1024,64,810,724,1476,501,1472,540,1
15,11,1024,64,810,886,466,516,448,540,1
15,12,1024,64,810,948,1456,551,1472,540,1
15,13,1024,64,810,840,429,563,448,540,1
15,14,1024,64,810,731,1503,494,1472,540,1
15,15,1024,64,810,542,459,528,448,540,1
16,1,128,16,810,570,897,552,896,540,1
16,2,128,16,810,768,1022,545,1024,540,1
16,3,128,16,810,870,890,557,896,540,1
16,4,128,16,810,532,1028,557,1024,540,1
16,5,128,16,810,552,893,564,896,540,1
16,6,128,16,810,501,1019,553,1024,540,1
16,7,128,16,810,652,897,571,896,540,1
16,8,128,16,810,482,1019,561,1024,540,1
16,9,128,16,810,721,902,563,896,540,1
16,10,128,16,810,845,1029,560,1024,540,1
16,11,128,16,810,863,890,574,896,540,1
16,12,128,16,810,667,1023,572,1024,540,1
16,13,128,16,810,501,900,576,896,540,1
16,14,128,16,810,587,1024,568,1024,540,1
16,15,128,16,810,645,894,580,896,540,1
