20230303-155824
Ley de Fitts [ 1D - Original - Completo - Secuencial ] ( Full HD (1080p) )
15
IDTest,IDRepetition,A(pixels),W(pixels),H(pixels),MT(ms),X(pixels),Y(pixels),XTarget(pixels),YTarget(pixels),Correct
11,3,256,16,810,939,831,505,832,540,1
11,4,256,16,810,781,1084,468,1088,540,1
11,5,256,16,810,859,834,476,832,540,1
11,6,256,16,810,843,1083,440,1088,540,1
11,7,256,16,810,781,830,472,832,540,1
11,8,256,16,810,701,1082,447,1088,540,1
11,9,256,16,810,915,833,475,832,540,1
11,10,256,16,810,1187,1085,435,1088,540,1
11,11,256,16,810,813,833,469,832,540,1
11,12,256,16,810,999,1086,436,1088,540,1
11,13,256,16,810,766,834,468,832,540,1
11,14,256,16,810,734,1083,459,1088,540,1
11,15,256,16,810,859,835,488,832,540,1
12,1,128,16,810,1531,893,410,896,540,1
12,2,128,16,810,843,1019,399,1024,540,1
12,3,128,16,810,953,889,465,896,540,1
12,4,128,16,810,750,1026,453,1024,540,1
12,5,128,16,810,813,899,490,896,540,1
12,6,128,16,810,708,1021,486,1024,540,1
12,7,128,16,810,781,895,520,896,540,1
12,8,128,16,810,750,1018,503,1024,540,1
12,9,128,16,810,797,899,536,896,540,1
12,10,128,16,810,937,1026,531,1024,540,1
12,11,128,16,810,937,895,560,896,540,1
12,12,128,16,810,625,1025,540,1024,540,1
12,13,128,16,810,578,899,557,896,540,1
12,14,128,16,810,1014,1018,548,1024,540,1
12,15,128,16,810,797,899,563,896,540,1
13,1,128,32,810,718,896,557,896,540,1
13,2,128,32,810,594,1013,548,1024,540,1
13,3,128,32,810,718,899,572,896,540,1
13,4,128,32,810,703,1012,554,1024,540,1
13,5,128,32,810,688,898,573,896,540,1
13,6,128,32,810,578,1017,554,1024,540,1
13,7,128,32,810,687,899,568,896,540,1
13,8,128,32,810,515,1007,555,1024,540,0
13,9,128,32,810,835,900,579,896,540,1
13,10,128,32,810,781,1017,555,1024,540,1
13,11,128,32,810,578,894,575,896,540,1
13,12,128,32,810,500,1038,559,1024,540,1
13,13,128,32,810,703,900,579,896,540,1
13,14,128,32,810,609,1018,565,1024,540,1
13,15,128,32,810,500,890,584,896,540,1
14,1,512,128,810,703,724,549,704,540,1
14,2,512,128,810,812,1227,479,1216,540,1
14,3,512,128,810,656,725,520,704,540,1
14,4,512,128,810,739,1155,491,1216,540,1
14,5,512,128,810,703,731,528,704,540,1
14,6,512,128,810,500,1195,494,1216,540,1
14,7,512,128,810,609,708,525,704,540,1
14,8,512,128,810,969,1195,485,1216,540,1
14,9,512,128,810,773,730,528,704,540,1
14,10,512,128,810,739,1213,493,1216,540,1
14,11,512,128,810,703,698,523,704,540,1
14,12,512,128,810,500,1194,497,1216,540,1
14,13,512,128,810,532,740,522,704,540,1
14,14,512,128,810,500,1216,478,1216,540,1
14,15,512,128,810,609,720,524,704,540,1
15,1,1024,128,810,859,465,500,448,540,1
15,2,1024,128,810,765,1450,394,1472,540,1
15,3,1024,128,810,906,435,560,448,540,1
15,4,1024,128,810,934,1439,406,1472,540,1
15,5,1024,128,810,800,475,585,448,540,1
15,6,1024,128,810,695,1450,482,1472,540,1
15,7,1024,128,810,578,479,554,448,540,1
15,8,1024,128,810,844,1464,476,1472,540,1
15,9,1024,128,810,874,436,549,448,540,1
15,10,1024,128,810,1016,1436,474,1472,540,1
15,11,1024,128,810,750,461,605,448,540,1
15,12,1024,128,810,859,1479,511,1472,540,1
15,13,1024,128,810,703,436,578,448,540,1
15,14,1024,128,810,990,1443,489,1472,540,1
15,15,1024,128,810,664,449,599,448,540,1
16,1,256,32,810,966,837,579,832,540,1
16,2,256,32,810,1125,1080,534,1088,540,1
16,3,256,32,810,750,840,566,832,540,1
16,4,256,32,810,906,1084,520,1088,540,1
16,5,256,32,810,828,839,546,832,540,1
16,6,256,32,810,984,1079,520,1088,540,1
16,7,256,32,810,703,838,566,832,540,1
16,8,256,32,810,1046,1081,515,1088,540,1
16,9,256,32,810,953,831,587,832,540,1
16,10,256,32,810,578,1084,525,1088,540,1
16,11,256,32,810,688,822,569,832,540,1
16,12,256,32,810,937,1079,511,1088,540,1
16,13,256,32,810,547,835,562,832,540,1
16,14,256,32,810,827,1083,520,1088,540,1
16,15,256,32,810,813,827,563,832,540,1
